Difficulty,Question,OptionA,OptionB,OptionC,OptionD,Answer
2,Which city is known for mango production?,Lahore,Sukkur,Multan,Hyderabad,C
2,Which city is known for mango production?,Multan,Lahore,Hyderabad,Sukkur,A
2,Which city is famous for its blue pottery?,Multan,Lahore,Peshawar,Karachi,A
2,Which city is known for mango production?,Multan,Lahore,Hyderabad,Sukkur,A
2,Which city is famous for its blue pottery?,Karachi,Peshawar,Multan,Lahore,C
2,The city of Gwadar is located in which province?,Balochistan,Punjab,Khyber Pakhtunkhwa,Sindh,A
2,Where is the University of Peshawar located?,Islamabad,Quetta,Peshawar,Lahore,C
2,Which city is known as the 'City of Saints'?,Multan,Lahore,Sialkot,Islamabad,A
2,Where is the University of Peshawar located?,Islamabad,Lahore,Peshawar,Quetta,C
2,Which Pakistani city is called the Manchester of Pakistan?,Sialkot,Faisalabad,Lahore,Gujranwala,B
2,Which university is located in Lahore?,Bahauddin Zakariya University,Punjab University,Karachi University,Quaid-i-Azam University,B
2,Which river is the longest in Pakistan?,Jhelum,Indus,Chenab,Ravi,B
2,Which dam is the largest in Pakistan?,Hub Dam,Warsak Dam,Mangla Dam,Tarbela Dam,D
2,Which dam is the largest in Pakistan?,Tarbela Dam,Hub Dam,Mangla Dam,Warsak Dam,A
2,Which city is known as the City of Gardens?,Lahore,Peshawar,Islamabad,Multan,A
2,Which university is located in Lahore?,Karachi University,Bahauddin Zakariya University,Quaid-i-Azam University,Punjab University,D
2,Which university is located in Lahore?,Karachi University,Quaid-i-Azam University,Punjab University,Bahauddin Zakariya University,C
2,The city of Gwadar is located in which province?,Khyber Pakhtunkhwa,Sindh,Punjab,Balochistan,D
2,Which city is known as the City of Gardens?,Lahore,Islamabad,Peshawar,Multan,A
2,Where is Quaid-i-Azam University located?,Karachi,Lahore,Peshawar,Islamabad,D
2,Which Pakistani city is famous for truck art?,Peshawar,Karachi,Rawalpindi,Lahore,B
2,Which city is known as the 'City of Saints'?,Islamabad,Sialkot,Lahore,Multan,D
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Multan,Gujrat,A
2,Which city is known for mango production?,Sukkur,Lahore,Hyderabad,Multan,D
2,Which city is famous for its blue pottery?,Peshawar,Karachi,Lahore,Multan,D
2,Which river is the longest in Pakistan?,Indus,Jhelum,Chenab,Ravi,A
2,Which Pakistani city is famous for truck art?,Karachi,Rawalpindi,Lahore,Peshawar,A
2,Where is the University of Peshawar located?,Lahore,Peshawar,Quetta,Islamabad,B
2,Where is Quaid-i-Azam University located?,Karachi,Peshawar,Lahore,Islamabad,D
2,Which is the best university in Pakistan?,NUST,GIKI,NUTECH,FAST,C
2,Which is the best university in Pakistan?,NUST,GIKI,NUTECH,FAST,C
2,Which is the best university in Pakistan?,NUST,GIKI,NUTECH,FAST,C
2,Which is the best university in Pakistan?,NUST,GIKI,NUTECH,FAST,C
2,Which is the best university in Pakistan?,NUST,GIKI,NUTECH,FAST,C
2,Who is the rector of Nutech?,Gen.Asim Munir,Gen.Bajwa,Gen.Moazzam Ijaz,Gen.Usman Gillani,C
2,Who is the rector of Nutech?,Gen.Asim Munir,Gen.Bajwa,Gen.Moazzam Ijaz,Gen.Usman Gillani,C
2,Who is the rector of Nutech?,Gen.Asim Munir,Gen.Bajwa,Gen.Moazzam Ijaz,Gen.Usman Gillani,C
2,Who is the rector of Nutech?,Gen.Asim Munir,Gen.Bajwa,Gen.Moazzam Ijaz,Gen.Usman Gillani,C
2,Who is the rector of Nutech?,Gen.Asim Munir,Gen.Bajwa,Gen.Moazzam Ijaz,Gen.Usman Gillani,C
2,Which Students are most intelligent in Nutech?,Hostel girls,Day boys,Hostel Boys,Day girls,C
2,Which Students are most intelligent in Nutech?,Hostel girls,Day boys,Hostel Boys,Day girls,C
2,Which Students are most intelligent in Nutech?,Hostel girls,Day boys,Hostel Boys,Day girls,C
2,Which Students are most intelligent in Nutech?,Hostel girls,Day boys,Hostel Boys,Day girls,C
2,Where is Nutech located?,Islamabad,Rawalpindi,Kacha Stop,GHQ,C
2,Where is Nutech located?,Islamabad,Rawalpindi,Kacha Stop,GHQ,C
2,Where is Nutech located?,Islamabad,Rawalpindi,Kacha Stop,GHQ,C
2,Where is Nutech located?,Islamabad,Rawalpindi,Kacha Stop,GHQ,C
